,Artist,Genre,Link
1364,ariana-grande,Pop,http://www.youtube.com/embed/_sV0S8qWSy0
1366,ariana-grande,Pop,http://www.youtube.com/embed/CC1cWrxk_mI
1398,calvin-harris,Electronic,https://www.youtube.com/embed/EgqUJOudrcM
1400,calvin-harris,Electronic,https://www.youtube.com/embed/8FOBxcluXdk
1402,calvin-harris,Electronic,www.youtube.com/embed/J9NQFACZYEU
1404,calvin-harris,Electronic,www.youtube.com/embed/zVzhpkFBFP8
1406,calvin-harris,Electronic,www.youtube.com/embed/no1YHRhFr5A
1408,calvin-harris,Electronic,www.youtube.com/embed/6ACl8s_tBzE
1410,calvin-harris,Electronic,www.youtube.com/embed/ebXbLfLACGM
1412,calvin-harris,Electronic,www.youtube.com/embed/yZqmarGShxg
1414,calvin-harris,Electronic,www.youtube.com/embed/cl3b7dDBLpo
1416,calvin-harris,Electronic,http://www.youtube.com/embed/AtKZKl7Bgu0
1418,calvin-harris,Electronic,http://www.youtube.com/embed/uztCqjxrkjQ
1420,calvin-harris,Electronic,http://www.youtube.com/embed/17ozSeGw-fY
1422,calvin-harris,Electronic,http://www.youtube.com/embed/kPC_evpbwDM
1424,calvin-harris,Electronic,http://www.youtube.com/embed/LYZ6gXWZfZM
1426,calvin-harris,Electronic,http://www.youtube.com/embed/dGghkjpNCQ8
1428,calvin-harris,Electronic,www.youtube.com/embed/ooZwmeUfuXg
1430,calvin-harris,Pop,www.youtube.com/embed/mf58RAPR8Ws
1432,calvin-harris,Pop,www.youtube.com/embed/D2_qw8O5lf0
1434,calvin-harris,Pop,www.youtube.com/embed/XO4msvIA7cw
1436,calvin-harris,Pop,www.youtube.com/embed/a8TPXFoXO5A
1478,enrique-iglesias,Latin,https://www.youtube.com/embed/oOyx3yFANXA
1480,enrique-iglesias,Latin,https://www.youtube.com/embed/hXI8RQYC36Q
1482,enrique-iglesias,Latin,https://www.youtube.com/embed/m3We7p78XTo
1484,enrique-iglesias,Pop,https://www.youtube.com/embed/HfszInbOhd8
1486,enrique-iglesias,Latin,www.youtube.com/embed/NUsoVlDFqZg
1488,enrique-iglesias,Pop,www.youtube.com/embed/YUiVIPgJA0o
1490,enrique-iglesias,Latin,www.youtube.com/embed/tLcfAnN2QgY
1492,enrique-iglesias,Pop,www.youtube.com/embed/sC2nElyx7Ds
1494,enrique-iglesias,Latin,www.youtube.com/embed/BnFQXwcLv68
1496,enrique-iglesias,Latin,www.youtube.com/embed/RSyUWjftHrs
1498,enrique-iglesias,Pop,www.youtube.com/embed/mHxOltrMfX8
1500,enrique-iglesias,Latin,http://www.youtube.com/embed/Ccym56KY_sE
1502,enrique-iglesias,Pop,http://www.youtube.com/embed/f_EiqPp-vBM
1504,enrique-iglesias,Pop,http://www.youtube.com/embed/wFz1F438490
1506,enrique-iglesias,Pop,http://www.youtube.com/embed/klk8QPcfFYQ
1508,enrique-iglesias,Latin,http://www.youtube.com/embed/ak4YJjkdFRY
1510,enrique-iglesias,Pop,http://www.youtube.com/embed/vHJAUuicC0Q
1512,enrique-iglesias,Pop,http://www.youtube.com/embed/Jx2yQejrrUE?rel=0
1513,enrique-iglesias,Latin,http://www.youtube.com/embed/zyqt2avPkoA?rel=0
1514,enrique-iglesias,Pop,www.youtube.com/embed/NVk4vENObiI
1552,prince,Rock,www.youtube.com/embed/c1wsn4ug0tc
1554,prince,R&amp;B;,www.youtube.com/embed/GHbyNrGXpAA
1560,pitbull,Pop,https://www.youtube.com/embed/zKKF_vFshMM
1562,pitbull,Pop,https://www.youtube.com/embed/YKnxtrFaq08
1564,pitbull,Pop,https://www.youtube.com/embed/jKbR7u8J5PU
1566,pitbull,Latin,https://www.youtube.com/embed/lV3YiXPdkXE
1568,pitbull,Pop,www.youtube.com/embed/bTXJQ5ql5Fw
1570,pitbull,Pop,www.youtube.com/embed/QqLs0CBNoSA
1572,pitbull,Latin,www.youtube.com/embed/zCB8Z_fO2Yo
1574,pitbull,Pop,www.youtube.com/embed/HMqgVXSvwGo
1576,pitbull,Pop,www.youtube.com/embed/TGtWWb9emYI
1578,pitbull,Pop,www.youtube.com/embed/EAyzpLGBI1E
1580,pitbull,Pop,www.youtube.com/embed/hHUbLv4ThOo
1582,pitbull,Pop,http://www.youtube.com/embed/5jlI4uzZGjU
1584,pitbull,Pop,http://www.youtube.com/embed/i0vFid2tKbI
1586,pitbull,Pop,http://www.youtube.com/embed/q5SG7U76tls
1588,pitbull,Pop,http://www.youtube.com/embed/zaSZE194D4I
1590,pitbull,Live,http://www.youtube.com/embed/4ZDKXhDXtrk
1592,pitbull,Pop,http://www.youtube.com/embed/CdXesX6mYUE
1594,pitbull,Hip-Hop,http://www.youtube.com/embed/SmM0653YvXU
1596,pitbull,Pop,www.youtube.com/embed/EPo5wWmKEaI
1598,pitbull,Latin,http://www.youtube.com/embed/0ghPCj0wWV8?rel=0
1638,carrie-underwood,Country,https://www.youtube.com/embed/eg50JGPEoo8
1640,carrie-underwood,Country,https://www.youtube.com/embed/3ealNayCkaU
1642,carrie-underwood,Country,https://www.youtube.com/embed/kxOYvI0pfLo
1644,carrie-underwood,Country,www.youtube.com/embed/mH9kYn4L8TI
1646,carrie-underwood,Country,http://www.youtube.com/embed/vTnWFT3DvVA
1648,carrie-underwood,Country,http://www.youtube.com/embed/oVEBZLrjpw4
1650,carrie-underwood,Country,http://www.youtube.com/embed/pJgoHgpsb9I
1652,carrie-underwood,Country,http://www.youtube.com/embed/7-uothzTaaQ
1654,carrie-underwood,Country,http://www.youtube.com/embed/ywtJYvDBKek
1655,carrie-underwood,Country,http://www.youtube.com/embed/oM7NQQ0Lfu4
1674,wiz-khalifa,Hip-Hop,https://www.youtube.com/embed/RgKAFK5djSk
1676,wiz-khalifa,Hip-Hop,https://www.youtube.com/embed/lGKG0mlin6A
1678,wiz-khalifa,Hip-Hop,https://www.youtube.com/embed/dYTlwhjU6f8
1680,wiz-khalifa,Hip-Hop,www.youtube.com/embed/OKHT7-TDPoQ
1682,wiz-khalifa,Hip-Hop,www.youtube.com/embed/Jw3khjPvTPw
1684,wiz-khalifa,Hip-Hop,www.youtube.com/embed/BoxkNJocqWQ
1686,wiz-khalifa,Hip-Hop,www.youtube.com/embed/KxJLYM9XOT4
1688,wiz-khalifa,Hip-Hop,www.youtube.com/embed/BaACrT6Ydik
1690,wiz-khalifa,Hip-Hop,www.youtube.com/embed/Cp0d3-MQN_w
1692,wiz-khalifa,Hip-Hop,www.youtube.com/embed/fUiZ5vz9pUw
1694,wiz-khalifa,Hip-Hop,www.youtube.com/embed/UX6K7waag5Q
1696,wiz-khalifa,Hip-Hop,www.youtube.com/embed/x8Oha-TnekE?rel=0
1698,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/jOMXMmKg74Y
1700,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/an49BTB3dvE
1702,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/g-pwilkUUto
1704,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/IJn-EHd7VeU
1706,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/jb5M3S2AkT8
1708,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/URdf7WX-nlc
1710,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/gmpuPDYeL8A
1712,wiz-khalifa,Hip-Hop,http://www.youtube.com/embed/-KCBLA-fuVw
1754,tim-mcgraw,Country,https://www.youtube.com/embed/awzNHuGqoMc
1756,tim-mcgraw,Country,www.youtube.com/embed/or-Lam5tPHc
1758,tim-mcgraw,Country,www.youtube.com/embed/TtArla7PVsM
1760,tim-mcgraw,Country,www.youtube.com/embed/bFClhxM7LY4
1762,tim-mcgraw,Country,http://www.youtube.com/embed/KmxaY_OVvWA
1764,tim-mcgraw,Country,http://www.youtube.com/embed/-Qt50glaue0
1766,tim-mcgraw,Country,http://www.youtube.com/embed/pJrI8Eqm82E
1768,tim-mcgraw,Country,http://www.youtube.com/embed/rf7GfUORHtw
1770,tim-mcgraw,Country,http://www.youtube.com/embed/jrUqwY4fE7w
1790,demi-lovato,Pop,https://www.youtube.com/embed/WDAd0S92Uko
1792,demi-lovato,Pop,https://www.youtube.com/embed/Uk32JhmiC7Q
1794,demi-lovato,Pop,https://www.youtube.com/embed/cwLRQn61oUY
1796,demi-lovato,Pop,https://www.youtube.com/embed/il9nqWw9W3Y
1798,demi-lovato,Pop,www.youtube.com/embed/pkqsqWcdih4
1800,demi-lovato,Pop,www.youtube.com/embed/OJGUbwVMBeA
1802,demi-lovato,Pop,www.youtube.com/embed/v9uDwppN5-w
1804,demi-lovato,Pop,www.youtube.com/embed/kHue-HaXXzg
1806,demi-lovato,Pop,www.youtube.com/embed/z3zdIHDTbg0
1808,demi-lovato,Pop,http://www.youtube.com/embed/AByfaYcOm4A
1810,demi-lovato,Pop,http://www.youtube.com/embed/r8TgMkbMPkc
1812,demi-lovato,Live,http://www.youtube.com/embed/MhCJPG4uMGU
1814,demi-lovato,Pop,http://www.youtube.com/embed/1zfzka5VwRc
1816,demi-lovato,Pop,http://www.youtube.com/embed/r_8ydghbGSg
1818,demi-lovato,Pop,http://www.youtube.com/embed/hmp5_cayCIs
1819,demi-lovato,Pop,http://www.youtube.com/embed/CZtUA9_ID0U
1820,demi-lovato,Pop,http://www.youtube.com/embed/OMHHUsQRmvo
1821,demi-lovato,Pop,http://www.youtube.com/embed/oYDDiqhhzbQ
1823,demi-lovato,Pop,http://www.youtube.com/embed/nmjO1p9Oxrk
1824,demi-lovato,Pop,http://www.youtube.com/embed/lJXJ5rzcHVQ
1860,maroon-5,Pop,https://www.youtube.com/embed/Wa64gOwuIyE
1862,maroon-5,Pop,www.youtube.com/embed/09R8_2nJtjg
1864,maroon-5,Pop,www.youtube.com/embed/qpgTC9MDx1o
1866,maroon-5,Pop,www.youtube.com/embed/NmugSMBh_iI
1868,maroon-5,Pop,http://www.youtube.com/embed/MU8B4XDI3Uw
1870,maroon-5,Pop,http://www.youtube.com/embed/AqR-ElB5kXY
1872,maroon-5,Pop,http://www.youtube.com/embed/N17FXwRWEZs
1874,maroon-5,Pop,http://www.youtube.com/embed/fwK7ggA3-bU
1876,maroon-5,Pop,http://www.youtube.com/embed/KRaWnd3LJfs
1878,maroon-5,Pop,http://www.youtube.com/embed/ZQsK9WzDiuM
1880,maroon-5,Pop,http://www.youtube.com/embed/umtlAZQ4mmk
1882,maroon-5,Pop,http://www.youtube.com/embed/UzCcgwtvOf0
1883,maroon-5,Pop,http://www.youtube.com/embed/ADmCFmYLns4?rel=0
1884,maroon-5,Pop,www.youtube.com/embed/BP1PsqBmbvM
1885,maroon-5,Pop,www.youtube.com/embed/WXNqs0LEEss
1886,maroon-5,Live,www.youtube.com/embed/uxg5LiycpDY
1887,maroon-5,Rock,www.youtube.com/embed/6g6g2mvItp4
1888,maroon-5,Rock,http://www.youtube.com/embed/uNSBq6hvU1s
1920,2pac,Hip-Hop,http://www.youtube.com/embed/t5uAX0pyD_I
1924,sean-paul,Pop,www.youtube.com/embed/zH1Z03rno4Y
1926,sean-paul,Reggae,http://www.youtube.com/embed/QorLV0uD-Hk
1928,sean-paul,Reggae,http://www.youtube.com/embed/Q_oVei9vGN8
1930,sean-paul,Reggae,http://www.youtube.com/embed/PukKW3gY4uo
1932,sean-paul,Pop,http://www.youtube.com/embed/etM7T-JQPrE
1934,sean-paul,Pop,http://www.youtube.com/embed/qjHlgrGsLWQ
1936,sean-paul,Reggae,http://www.youtube.com/embed/LWICZ2yOxc0
1938,sean-paul,Pop,http://www.youtube.com/embed/SbUBMklQSVU
1940,sean-paul,Reggae,http://www.youtube.com/embed/tDq3fNew1rU
